referenceid,endpoint,resolverid,displaycolor
monstercat,https://monstercat.fandom.com/api.php,generic,!random
heroism,https://heroism.fandom.com/api.php,generic,!random
aphmau,https://aphmau.fandom.com/api.php,generic,!random
dxdfanon,https://dxdfanon.fandom.com/api.php,generic,!random
deadisland,https://deadisland.fandom.com/api.php,generic,!random
reverend-insanity,https://reverend-insanity.fandom.com/api.php,generic,!random
yume100prince,https://yume100prince.fandom.com/api.php,generic,!random
kamihime-project,https://kamihime-project.fandom.com/api.php,generic,!random
onmyoji,https://onmyoji.fandom.com/api.php,generic,!random
idolish7,https://idolish7.fandom.com/api.php,generic,!random
princess-connect,https://princess-connect.fandom.com/api.php,generic,!random
midsomermurders,https://midsomermurders.fandom.com/api.php,generic,!random
dexterslab,https://dexterslab.fandom.com/api.php,generic,!random
pkmnshuffle,https://pkmnshuffle.fandom.com/api.php,generic,!random
weirdnwildcreatures,https://weirdnwildcreatures.fandom.com/api.php,generic,!random
lisa-rpg,https://lisa-rpg.fandom.com/api.php,generic,!random
dungeon-survivor-ii,https://dungeon-survivor-ii.fandom.com/api.php,generic,!random
chicago-franchise,https://chicago-franchise.fandom.com/api.php,generic,!random
star-wars-rpg-ffg,https://star-wars-rpg-ffg.fandom.com/api.php,generic,!random
project-pokemon,https://project-pokemon.fandom.com/api.php,generic,!random
kimkardashianhollywood,https://kimkardashianhollywood.fandom.com/api.php,generic,!random
perisno,https://perisno.fandom.com/api.php,generic,!random
connors-personal-dnd-5e,https://connors-personal-dnd-5e.fandom.com/api.php,generic,!random
lanadelrey,https://lanadelrey.fandom.com/api.php,generic,!random
westworld,https://westworld.fandom.com/api.php,generic,!random
ouaat,https://ouaat.fandom.com/api.php,generic,!random
undertale-au-fanon,https://undertale-au-fanon.fandom.com/api.php,generic,!random
pixelstarships,https://pixelstarships.fandom.com/api.php,generic,!random
ccsakura,https://ccsakura.fandom.com/api.php,generic,!random
spaceengineers,https://spaceengineers.fandom.com/api.php,generic,!random
cultivation-chat-group,https://cultivation-chat-group.fandom.com/api.php,generic,!random
talesofarcadia,https://talesofarcadia.fandom.com/api.php,generic,!random
gate-thus-the-jsdf-fought-there,https://gate-thus-the-jsdf-fought-there.fandom.com/api.php,generic,!random
starwars-armada,https://starwars-armada.fandom.com/api.php,generic,!random
deathroadtocanada,https://deathroadtocanada.fandom.com/api.php,generic,!random
isekai-smartphone,https://isekai-smartphone.fandom.com/api.php,generic,!random
rakudai-kishi,https://rakudai-kishi.fandom.com/api.php,generic,!random
houseofcards,https://houseofcards.fandom.com/api.php,generic,!random
dragcave,https://dragcave.fandom.com/api.php,generic,!random
flood-escape-2,https://flood-escape-2.fandom.com/api.php,generic,!random
mortalengines,https://mortalengines.fandom.com/api.php,generic,!random
mazerunner,https://mazerunner.fandom.com/api.php,generic,!random
papersplease,https://papersplease.fandom.com/api.php,generic,!random
paw-patrol-fanon,https://paw-patrol-fanon.fandom.com/api.php,generic,!random
disneyvillains,https://disneyvillains.fandom.com/api.php,generic,!random
iep,https://iep.fandom.com/api.php,generic,!random
archiesonic,https://archiesonic.fandom.com/api.php,generic,!random
miamivice,https://miamivice.fandom.com/api.php,generic,!random
planetside,https://planetside.fandom.com/api.php,generic,!random
nitro-type,https://nitro-type.fandom.com/api.php,generic,!random
wildkratts,https://wildkratts.fandom.com/api.php,generic,!random
mlp-gameloft,https://mlp-gameloft.fandom.com/api.php,generic,!random
geosheas-lost-episodes,https://geosheas-lost-episodes.fandom.com/api.php,generic,!random
starocean,https://starocean.fandom.com/api.php,generic,!random
finaldestination,https://finaldestination.fandom.com/api.php,generic,!random
legend-quest,https://legend-quest.fandom.com/api.php,generic,!random
chowder,https://chowder.fandom.com/api.php,generic,!random
theyoungandtherestless,https://theyoungandtherestless.fandom.com/api.php,generic,!random
priceisright,https://priceisright.fandom.com/api.php,generic,!random
hellokitty,https://hellokitty.fandom.com/api.php,generic,!random
chuck-nbc,https://chuck-nbc.fandom.com/api.php,generic,!random
coc-uee,https://coc-uee.fandom.com/api.php,generic,!random
cbselementary,https://cbselementary.fandom.com/api.php,generic,!random
firemansam,https://firemansam.fandom.com/api.php,generic,!random
wizardsofwaverlyplace,https://wizardsofwaverlyplace.fandom.com/api.php,generic,!random
taylorswift,https://taylorswift.fandom.com/api.php,generic,!random
rosariovampire,https://rosariovampire.fandom.com/api.php,generic,!random
watchmen,https://watchmen.fandom.com/api.php,generic,!random
roblox-etheria,https://roblox-etheria.fandom.com/api.php,generic,!random
malcolminthemiddle,https://malcolminthemiddle.fandom.com/api.php,generic,!random
twin-star-exorcists,https://twin-star-exorcists.fandom.com/api.php,generic,!random
edenszero,https://edenszero.fandom.com/api.php,generic,!random
otherworldly-evil-monarch,https://otherworldly-evil-monarch.fandom.com/api.php,generic,!random
amnesia,https://amnesia.fandom.com/api.php,generic,!random
houseofthedead,https://houseofthedead.fandom.com/api.php,generic,!random
entry-point,https://entry-point.fandom.com/api.php,generic,!random
wynonnaearp,https://wynonnaearp.fandom.com/api.php,generic,!random
egg-inc,https://egg-inc.fandom.com/api.php,generic,!random
anne-with-an-e,https://anne-with-an-e.fandom.com/api.php,generic,!random
fandomofprettycure,https://fandomofprettycure.fandom.com/api.php,generic,!random
marvelcomicsfanon,https://marvelcomicsfanon.fandom.com/api.php,generic,!random
disney-junior-random-episodes,https://disney-junior-random-episodes.fandom.com/api.php,generic,!random
utau,https://utau.fandom.com/api.php,generic,!random
hearthstone,https://hearthstone.fandom.com/api.php,generic,!random
eternalcardgame,https://eternalcardgame.fandom.com/api.php,generic,!random
bubblewitch2,https://bubblewitch2.fandom.com/api.php,generic,!random
gijoe,https://gijoe.fandom.com/api.php,generic,!random
fifa,https://fifa.fandom.com/api.php,generic,!random
casualty,https://casualty.fandom.com/api.php,generic,!random
twifan,https://twifan.fandom.com/api.php,generic,!random
jakeandtheneverlandpirates,https://jakeandtheneverlandpirates.fandom.com/api.php,generic,!random
clarence,https://clarence.fandom.com/api.php,generic,!random
turok,https://turok.fandom.com/api.php,generic,!random
neopets,https://neopets.fandom.com/api.php,generic,!random
lalaloopsyland,https://lalaloopsyland.fandom.com/api.php,generic,!random
halloween,https://halloween.fandom.com/api.php,generic,!random
hitlerparody,https://hitlerparody.fandom.com/api.php,generic,!random
poptropica,https://poptropica.fandom.com/api.php,generic,!random
terrabattle,https://terrabattle.fandom.com/api.php,generic,!random
lost-alpha,https://lost-alpha.fandom.com/api.php,generic,!random
greenarrow,https://greenarrow.fandom.com/api.php,generic,!random
nickiminaj,https://nickiminaj.fandom.com/api.php,generic,!random
technicpack,https://technicpack.fandom.com/api.php,generic,!random
mst3k,https://mst3k.fandom.com/api.php,generic,!random
kidicarus,https://kidicarus.fandom.com/api.php,generic,!random
starbound,https://starbound.fandom.com/api.php,generic,!random
popeye,https://popeye.fandom.com/api.php,generic,!random
zatchbell,https://zatchbell.fandom.com/api.php,generic,!random
capx,https://capx.fandom.com/api.php,generic,!random
creepypastafiles,https://creepypastafiles.fandom.com/api.php,generic,!random
criminal-case-official-fanfiction,https://criminal-case-official-fanfiction.fandom.com/api.php,generic,!random
survivorfanon,https://survivorfanon.fandom.com/api.php,generic,!random
villainsfanon,https://villainsfanon.fandom.com/api.php,generic,!random
princeoftennis,https://princeoftennis.fandom.com/api.php,generic,!random
familyguyfanon,https://familyguyfanon.fandom.com/api.php,generic,!random
farmtogether,https://farmtogether.fandom.com/api.php,generic,!random
duolingo,https://duolingo.fandom.com/api.php,generic,!random
aikatsu-friends,https://aikatsu-friends.fandom.com/api.php,generic,!random
granblue,https://granblue.fandom.com/api.php,generic,!random
outfit7talkingfriends,https://outfit7talkingfriends.fandom.com/api.php,generic,!random
fearthewalkingdead,https://fearthewalkingdead.fandom.com/api.php,generic,!random
geometry-dash-fan,https://geometry-dash-fan.fandom.com/api.php,generic,!random
ncisla,https://ncisla.fandom.com/api.php,generic,!random
fables,https://fables.fandom.com/api.php,generic,!random
sleepingdogs,https://sleepingdogs.fandom.com/api.php,generic,!random
alice,https://alice.fandom.com/api.php,generic,!random
kumodesu,https://kumodesu.fandom.com/api.php,generic,!random
world-defying-dan-god,https://world-defying-dan-god.fandom.com/api.php,generic,!random
gegegenokitaro,https://gegegenokitaro.fandom.com/api.php,generic,!random
chaotic-sword-god,https://chaotic-sword-god.fandom.com/api.php,generic,!random
god-of-slaughter,https://god-of-slaughter.fandom.com/api.php,generic,!random
reincarnationofthestrongestswordgod,https://reincarnationofthestrongestswordgod.fandom.com/api.php,generic,!random
daysgone,https://daysgone.fandom.com/api.php,generic,!random
dragonmarked-war-god,https://dragonmarked-war-god.fandom.com/api.php,generic,!random
dcsuperherogirls,https://dcsuperherogirls.fandom.com/api.php,generic,!random
girl-life,https://girl-life.fandom.com/api.php,generic,!random
king-of-god,https://king-of-god.fandom.com/api.php,generic,!random
asterisk,https://asterisk.fandom.com/api.php,generic,!random
grim-soul-dark-fantasy-survival,https://grim-soul-dark-fantasy-survival.fandom.com/api.php,generic,!random
thegreatruler,https://thegreatruler.fandom.com/api.php,generic,!random
fanmadepokemonglazed,https://fanmadepokemonglazed.fandom.com/api.php,generic,!random
nogunslife,https://nogunslife.fandom.com/api.php,generic,!random
goanimate-v3,https://goanimate-v3.fandom.com/api.php,generic,!random
freakylogo,https://freakylogo.fandom.com/api.php,generic,!random
gemmy,https://gemmy.fandom.com/api.php,generic,!random
gwent,https://gwent.fandom.com/api.php,generic,!random
marvelpuzzlequest,https://marvelpuzzlequest.fandom.com/api.php,generic,!random
hyruleconquest,https://hyruleconquest.fandom.com/api.php,generic,!random
39clues,https://39clues.fandom.com/api.php,generic,!random
pooh,https://pooh.fandom.com/api.php,generic,!random
onepiecefanon,https://onepiecefanon.fandom.com/api.php,generic,!random
thecrew,https://thecrew.fandom.com/api.php,generic,!random
generalsrotr,https://generalsrotr.fandom.com/api.php,generic,!random
dungeondefenders,https://dungeondefenders.fandom.com/api.php,generic,!random
andromeda,https://andromeda.fandom.com/api.php,generic,!random
guitarhero,https://guitarhero.fandom.com/api.php,generic,!random
splintercell,https://splintercell.fandom.com/api.php,generic,!random
iceandfire,https://iceandfire.fandom.com/api.php,generic,!random
warrior-cats,https://warrior-cats.fandom.com/api.php,generic,!random
agathachristie,https://agathachristie.fandom.com/api.php,generic,!random
5hanayome,https://5hanayome.fandom.com/api.php,generic,!random
houkai3rd,https://houkai3rd.fandom.com/api.php,generic,!random
harvest-town,https://harvest-town.fandom.com/api.php,generic,!random
full-hardcore,https://full-hardcore.fandom.com/api.php,generic,!random
heroes-and-villians,https://heroes-and-villians.fandom.com/api.php,generic,!random
spirit-halloween,https://spirit-halloween.fandom.com/api.php,generic,!random
thehunter,https://thehunter.fandom.com/api.php,generic,!random
i-shall-seal-the-heavens,https://i-shall-seal-the-heavens.fandom.com/api.php,generic,!random
war-sovereign-soaring-the-heavens,https://war-sovereign-soaring-the-heavens.fandom.com/api.php,generic,!random
love-hip-hop,https://love-hip-hop.fandom.com/api.php,generic,!random
abby-hatcher,https://abby-hatcher.fandom.com/api.php,generic,!random
ahatintime,https://ahatintime.fandom.com/api.php,generic,!random
ravenshome,https://ravenshome.fandom.com/api.php,generic,!random
houseki-no-kuni,https://houseki-no-kuni.fandom.com/api.php,generic,!random
va11halla,https://va11halla.fandom.com/api.php,generic,!random
300heroes,https://300heroes.fandom.com/api.php,generic,!random
heroesofthestorm,https://heroesofthestorm.fandom.com/api.php,generic,!random
farm-heroes-saga,https://farm-heroes-saga.fandom.com/api.php,generic,!random
hip-hop-music,https://hip-hop-music.fandom.com/api.php,generic,!random
harrybosch,https://harrybosch.fandom.com/api.php,generic,!random
the-secret-society,https://the-secret-society.fandom.com/api.php,generic,!random
wh40khomebrew,https://wh40khomebrew.fandom.com/api.php,generic,!random
shop-heroes,https://shop-heroes.fandom.com/api.php,generic,!random
how-to,https://how-to.fandom.com/api.php,generic,!random
genies,https://genies.fandom.com/api.php,generic,!random
hardcorelevelingwarrior,https://hardcorelevelingwarrior.fandom.com/api.php,generic,!random
comedybangbang,https://comedybangbang.fandom.com/api.php,generic,!random
southparkfanon,https://southparkfanon.fandom.com/api.php,generic,!random
braveandbold,https://braveandbold.fandom.com/api.php,generic,!random
bignate,https://bignate.fandom.com/api.php,generic,!random
philippinetelevision,https://philippinetelevision.fandom.com/api.php,generic,!random
bitbbh,https://bitbbh.fandom.com/api.php,generic,!random
anglish,https://anglish.fandom.com/api.php,generic,!random
eldritchhorrorgame,https://eldritchhorrorgame.fandom.com/api.php,generic,!random
hamtaro,https://hamtaro.fandom.com/api.php,generic,!random
mlpfanart,https://mlpfanart.fandom.com/api.php,generic,!random
infinityblade,https://infinityblade.fandom.com/api.php,generic,!random
thundercats,https://thundercats.fandom.com/api.php,generic,!random
thedailybugle,https://thedailybugle.fandom.com/api.php,generic,!random
kinnikuman,https://kinnikuman.fandom.com/api.php,generic,!random
clonetrooper,https://clonetrooper.fandom.com/api.php,generic,!random
crowsxworst,https://crowsxworst.fandom.com/api.php,generic,!random
havenmaine,https://havenmaine.fandom.com/api.php,generic,!random
ffxiv,https://ffxiv.fandom.com/api.php,generic,!random
austinally,https://austinally.fandom.com/api.php,generic,!random
ojamajowitchling,https://ojamajowitchling.fandom.com/api.php,generic,!random
rpgmaker,https://rpgmaker.fandom.com/api.php,generic,!random
battleangel,https://battleangel.fandom.com/api.php,generic,!random
lab-rats,https://lab-rats.fandom.com/api.php,generic,!random
shakugan,https://shakugan.fandom.com/api.php,generic,!random
badgirlsclub,https://badgirlsclub.fandom.com/api.php,generic,!random
dontnodentertainment,https://dontnodentertainment.fandom.com/api.php,generic,!random
stronghold,https://stronghold.fandom.com/api.php,generic,!random
utanoprincesama,https://utanoprincesama.fandom.com/api.php,generic,!random
xiaolinpedia,https://xiaolinpedia.fandom.com/api.php,generic,!random
k-on,https://k-on.fandom.com/api.php,generic,!random
mario64hacks,https://mario64hacks.fandom.com/api.php,generic,!random
serioussam,https://serioussam.fandom.com/api.php,generic,!random
nashville,https://nashville.fandom.com/api.php,generic,!random
kingkong,https://kingkong.fandom.com/api.php,generic,!random
riddick,https://riddick.fandom.com/api.php,generic,!random
teenmom,https://teenmom.fandom.com/api.php,generic,!random
freelancer,https://freelancer.fandom.com/api.php,generic,!random
flanagan,https://flanagan.fandom.com/api.php,generic,!random
jewelpet,https://jewelpet.fandom.com/api.php,generic,!random
freezing,https://freezing.fandom.com/api.php,generic,!random
animorphs,https://animorphs.fandom.com/api.php,generic,!random
walkingwith,https://walkingwith.fandom.com/api.php,generic,!random
animaniacs,https://animaniacs.fandom.com/api.php,generic,!random
nazizombies,https://nazizombies.fandom.com/api.php,generic,!random
empiretotalwar,https://empiretotalwar.fandom.com/api.php,generic,!random
nurarihyonnomago,https://nurarihyonnomago.fandom.com/api.php,generic,!random
medakabox,https://medakabox.fandom.com/api.php,generic,!random
harryalbuspotter,https://harryalbuspotter.fandom.com/api.php,generic,!random
japaneseanime,https://japaneseanime.fandom.com/api.php,generic,!random
junjiitomanga,https://junjiitomanga.fandom.com/api.php,generic,!random
jaygt,https://jaygt.fandom.com/api.php,generic,!random
jstart,https://jstart.fandom.com/api.php,generic,!random
jojofanon,https://jojofanon.fandom.com/api.php,generic,!random
fear,https://fear.fandom.com/api.php,generic,!random
pacman,https://pacman.fandom.com/api.php,generic,!random
shining,https://shining.fandom.com/api.php,generic,!random
tracybeaker,https://tracybeaker.fandom.com/api.php,generic,!random
beelzebub,https://beelzebub.fandom.com/api.php,generic,!random
judgedredd,https://judgedredd.fandom.com/api.php,generic,!random
demonssouls,https://demonssouls.fandom.com/api.php,generic,!random
bigtimerush,https://bigtimerush.fandom.com/api.php,generic,!random
livandmaddie,https://livandmaddie.fandom.com/api.php,generic,!random
homeandaway,https://homeandaway.fandom.com/api.php,generic,!random
prototype,https://prototype.fandom.com/api.php,generic,!random
fhif,https://fhif.fandom.com/api.php,generic,!random
rainbowmagic,https://rainbowmagic.fandom.com/api.php,generic,!random
haganai,https://haganai.fandom.com/api.php,generic,!random
diehard,https://diehard.fandom.com/api.php,generic,!random
antm,https://antm.fandom.com/api.php,generic,!random
roguegalaxy,https://roguegalaxy.fandom.com/api.php,generic,!random
tinytower,https://tinytower.fandom.com/api.php,generic,!random
baccano,https://baccano.fandom.com/api.php,generic,!random
darkcloud,https://darkcloud.fandom.com/api.php,generic,!random
spelunky,https://spelunky.fandom.com/api.php,generic,!random
monk,https://monk.fandom.com/api.php,generic,!random
impracticaljokers,https://impracticaljokers.fandom.com/api.php,generic,!random
nightvale,https://nightvale.fandom.com/api.php,generic,!random
theslenderman,https://theslenderman.fandom.com/api.php,generic,!random
negima,https://negima.fandom.com/api.php,generic,!random
johnnytest,https://johnnytest.fandom.com/api.php,generic,!random
jackiechanadventures,https://jackiechanadventures.fandom.com/api.php,generic,!random
legendofdragoon,https://legendofdragoon.fandom.com/api.php,generic,!random
oddworld,https://oddworld.fandom.com/api.php,generic,!random
maxpayne,https://maxpayne.fandom.com/api.php,generic,!random
whitecollar,https://whitecollar.fandom.com/api.php,generic,!random
captainunderpants,https://captainunderpants.fandom.com/api.php,generic,!random
e4-misfits,https://e4-misfits.fandom.com/api.php,generic,!random
jerma-lore,https://jerma-lore.fandom.com/api.php,generic,!random
the-last-ship,https://the-last-ship.fandom.com/api.php,generic,!random
thegoodwife,https://thegoodwife.fandom.com/api.php,generic,!random
detectivconan,https://detectivconan.fandom.com/api.php,generic,!random
wreckitralph,https://wreckitralph.fandom.com/api.php,generic,!random
mycandylove,https://mycandylove.fandom.com/api.php,generic,!random
aether,https://aether.fandom.com/api.php,generic,!random
4chanmusic,https://4chanmusic.fandom.com/api.php,generic,!random
shantae,https://shantae.fandom.com/api.php,generic,!random
inglouriousbasterds,https://inglouriousbasterds.fandom.com/api.php,generic,!random
sincity,https://sincity.fandom.com/api.php,generic,!random
texaschainsawmassacre,https://texaschainsawmassacre.fandom.com/api.php,generic,!random
tenchi,https://tenchi.fandom.com/api.php,generic,!random
roswell,https://roswell.fandom.com/api.php,generic,!random
cloudywithachanceofmeatballs,https://cloudywithachanceofmeatballs.fandom.com/api.php,generic,!random
hannahmontana,https://hannahmontana.fandom.com/api.php,generic,!random
riseoftheguardians,https://riseoftheguardians.fandom.com/api.php,generic,!random
lesmiserables,https://lesmiserables.fandom.com/api.php,generic,!random
def-jam-wrestling,https://def-jam-wrestling.fandom.com/api.php,generic,!random
crossange,https://crossange.fandom.com/api.php,generic,!random
mondaiji,https://mondaiji.fandom.com/api.php,generic,!random
thecampione,https://thecampione.fandom.com/api.php,generic,!random
thething,https://thething.fandom.com/api.php,generic,!random
jumanji,https://jumanji.fandom.com/api.php,generic,!random
awkward,https://awkward.fandom.com/api.php,generic,!random
thepeculiarchildren,https://thepeculiarchildren.fandom.com/api.php,generic,!random
jamescameronstitanic,https://jamescameronstitanic.fandom.com/api.php,generic,!random
karakai-jouzu-no-takagi-san,https://karakai-jouzu-no-takagi-san.fandom.com/api.php,generic,!random
deadmanwonderland,https://deadmanwonderland.fandom.com/api.php,generic,!random
nisekoi,https://nisekoi.fandom.com/api.php,generic,!random
clannad,https://clannad.fandom.com/api.php,generic,!random
nana,https://nana.fandom.com/api.php,generic,!random
justaddmagic,https://justaddmagic.fandom.com/api.php,generic,!random
janeausten,https://janeausten.fandom.com/api.php,generic,!random
tomodachi,https://tomodachi.fandom.com/api.php,generic,!random
orphanblack,https://orphanblack.fandom.com/api.php,generic,!random
pitch-perfect,https://pitch-perfect.fandom.com/api.php,generic,!random
skins,https://skins.fandom.com/api.php,generic,!random
jollys-fantasy-world,https://jollys-fantasy-world.fandom.com/api.php,generic,!random
hyouka,https://hyouka.fandom.com/api.php,generic,!random
cenobite,https://cenobite.fandom.com/api.php,generic,!random
angelbeats,https://angelbeats.fandom.com/api.php,generic,!random
makenki,https://makenki.fandom.com/api.php,generic,!random
jaws,https://jaws.fandom.com/api.php,generic,!random
drifters,https://drifters.fandom.com/api.php,generic,!random
jurassicraftmod,https://jurassicraftmod.fandom.com/api.php,generic,!random
jujutsu-kaisen,https://jujutsu-kaisen.fandom.com/api.php,generic,!random
silicon-valley,https://silicon-valley.fandom.com/api.php,generic,!random
broadchurch,https://broadchurch.fandom.com/api.php,generic,!random
oriandtheblindforest,https://oriandtheblindforest.fandom.com/api.php,generic,!random
random-ness,https://random-ness.fandom.com/api.php,generic,!random
automobile,https://automobile.fandom.com/api.php,generic,!random
wikiality,https://wikiality.fandom.com/api.php,generic,!random
everafterhighfandom,https://everafterhighfandom.fandom.com/api.php,generic,!random
ajstories,https://ajstories.fandom.com/api.php,generic,!random
headsoccer,https://headsoccer.fandom.com/api.php,generic,!random
secretworld,https://secretworld.fandom.com/api.php,generic,!random
littlemix,https://littlemix.fandom.com/api.php,generic,!random
eureka,https://eureka.fandom.com/api.php,generic,!random
fablehaven,https://fablehaven.fandom.com/api.php,generic,!random
warehouse13,https://warehouse13.fandom.com/api.php,generic,!random
sofia,https://sofia.fandom.com/api.php,generic,!random
sailormoondub,https://sailormoondub.fandom.com/api.php,generic,!random
soyouthinkyoucandance,https://soyouthinkyoucandance.fandom.com/api.php,generic,!random
brutallegend,https://brutallegend.fandom.com/api.php,generic,!random
ghostintheshell,https://ghostintheshell.fandom.com/api.php,generic,!random
jadeempire,https://jadeempire.fandom.com/api.php,generic,!random
koihimemusou,https://koihimemusou.fandom.com/api.php,generic,!random
jurassic-world-alive,https://jurassic-world-alive.fandom.com/api.php,generic,!random
thestanleyparable,https://thestanleyparable.fandom.com/api.php,generic,!random
shiki,https://shiki.fandom.com/api.php,generic,!random
slipknot,https://slipknot.fandom.com/api.php,generic,!random
uglybetty,https://uglybetty.fandom.com/api.php,generic,!random
stephenkingsthemist,https://stephenkingsthemist.fandom.com/api.php,generic,!random
houseofnight,https://houseofnight.fandom.com/api.php,generic,!random
deadlypremonition,https://deadlypremonition.fandom.com/api.php,generic,!random
heavenly-jewel-change,https://heavenly-jewel-change.fandom.com/api.php,generic,!random
fiftyshadesofgrey,https://fiftyshadesofgrey.fandom.com/api.php,generic,!random
peepshow,https://peepshow.fandom.com/api.php,generic,!random
justshapesandbeats,https://justshapesandbeats.fandom.com/api.php,generic,!random
force-of-will-tcg,https://force-of-will-tcg.fandom.com/api.php,generic,!random
dinocrisis,https://dinocrisis.fandom.com/api.php,generic,!random
sega,https://sega.fandom.com/api.php,generic,!random
grandia,https://grandia.fandom.com/api.php,generic,!random
babysittersclub,https://babysittersclub.fandom.com/api.php,generic,!random
pbskids,https://pbskids.fandom.com/api.php,generic,!random
secretsaturdays,https://secretsaturdays.fandom.com/api.php,generic,!random
shazam,https://shazam.fandom.com/api.php,generic,!random
survivorsdogs,https://survivorsdogs.fandom.com/api.php,generic,!random
londonbirders,https://londonbirders.fandom.com/api.php,generic,!random
postmanpat,https://postmanpat.fandom.com/api.php,generic,!random
chihayafuru,https://chihayafuru.fandom.com/api.php,generic,!random
digimobs,https://digimobs.fandom.com/api.php,generic,!random
animaljamart,https://animaljamart.fandom.com/api.php,generic,!random
adjl,https://adjl.fandom.com/api.php,generic,!random
elfen-lied,https://elfen-lied.fandom.com/api.php,generic,!random
battleroyale,https://battleroyale.fandom.com/api.php,generic,!random
gravityrush,https://gravityrush.fandom.com/api.php,generic,!random
zoey101,https://zoey101.fandom.com/api.php,generic,!random
blackbullet,https://blackbullet.fandom.com/api.php,generic,!random
dragons-crown,https://dragons-crown.fandom.com/api.php,generic,!random
clash-of-the-titans,https://clash-of-the-titans.fandom.com/api.php,generic,!random
jormungand,https://jormungand.fandom.com/api.php,generic,!random
mom-cbs,https://mom-cbs.fandom.com/api.php,generic,!random
joey-slikk,https://joey-slikk.fandom.com/api.php,generic,!random
fullmetalpanic,https://fullmetalpanic.fandom.com/api.php,generic,!random
flcl,https://flcl.fandom.com/api.php,generic,!random
inception,https://inception.fandom.com/api.php,generic,!random
btooom,https://btooom.fandom.com/api.php,generic,!random
veggietalesitsforthekids,https://veggietalesitsforthekids.fandom.com/api.php,generic,!random
vampirehunterd,https://vampirehunterd.fandom.com/api.php,generic,!random
rap,https://rap.fandom.com/api.php,generic,!random
just-cuz-i-wanna-b-kewl,https://just-cuz-i-wanna-b-kewl.fandom.com/api.php,generic,!random
skip-beat,https://skip-beat.fandom.com/api.php,generic,!random
jump,https://jump.fandom.com/api.php,generic,!random
acnewleaf,https://acnewleaf.fandom.com/api.php,generic,!random
beatles,https://beatles.fandom.com/api.php,generic,!random
mercenaries,https://mercenaries.fandom.com/api.php,generic,!random
hellblazer,https://hellblazer.fandom.com/api.php,generic,!random
chdk,https://chdk.fandom.com/api.php,generic,!random
recettear,https://recettear.fandom.com/api.php,generic,!random
skiesofarcadia,https://skiesofarcadia.fandom.com/api.php,generic,!random
banshee,https://banshee.fandom.com/api.php,generic,!random
wolfblood,https://wolfblood.fandom.com/api.php,generic,!random
hidannoaria,https://hidannoaria.fandom.com/api.php,generic,!random
lxg,https://lxg.fandom.com/api.php,generic,!random
wicked,https://wicked.fandom.com/api.php,generic,!random
6teen,https://6teen.fandom.com/api.php,generic,!random
pbjotter,https://pbjotter.fandom.com/api.php,generic,!random
luckystar,https://luckystar.fandom.com/api.php,generic,!random
symbolism,https://symbolism.fandom.com/api.php,generic,!random
switchedatbirth,https://switchedatbirth.fandom.com/api.php,generic,!random
ibgame,https://ibgame.fandom.com/api.php,generic,!random
tacobell,https://tacobell.fandom.com/api.php,generic,!random
jurassicparkbuilder,https://jurassicparkbuilder.fandom.com/api.php,generic,!random
parappatherapper,https://parappatherapper.fandom.com/api.php,generic,!random
ikkitousen,https://ikkitousen.fandom.com/api.php,generic,!random
7-seeds,https://7-seeds.fandom.com/api.php,generic,!random
cloverfield,https://cloverfield.fandom.com/api.php,generic,!random
myimmortal,https://myimmortal.fandom.com/api.php,generic,!random
obluda,https://obluda.fandom.com/api.php,generic,!random
howlscastle,https://howlscastle.fandom.com/api.php,generic,!random
jetpack-simulator,https://jetpack-simulator.fandom.com/api.php,generic,!random
percyjacksonfanfiction,https://percyjacksonfanfiction.fandom.com/api.php,generic,!random
detectiveconan,https://detectiveconan.fandom.com/api.php,generic,!random
underworld-empire,https://underworld-empire.fandom.com/api.php,generic,!random
apple,https://apple.fandom.com/api.php,generic,!random
kubera,https://kubera.fandom.com/api.php,generic,!random
kanzaka,https://kanzaka.fandom.com/api.php,generic,!random
fbandcc,https://fbandcc.fandom.com/api.php,generic,!random
shakeitup,https://shakeitup.fandom.com/api.php,generic,!random
miaandme,https://miaandme.fandom.com/api.php,generic,!random
neverwinter,https://neverwinter.fandom.com/api.php,generic,!random
calvinandhobbes,https://calvinandhobbes.fandom.com/api.php,generic,!random
camplazlo,https://camplazlo.fandom.com/api.php,generic,!random
gakuenalice,https://gakuenalice.fandom.com/api.php,generic,!random
dragonballmultiverse,https://dragonballmultiverse.fandom.com/api.php,generic,!random
thegioitolkien,https://thegioitolkien.fandom.com/api.php,generic,!random
thebreaker,https://thebreaker.fandom.com/api.php,generic,!random
tomba,https://tomba.fandom.com/api.php,generic,!random
bobobo,https://bobobo.fandom.com/api.php,generic,!random
amazingspiderman,https://amazingspiderman.fandom.com/api.php,generic,!random
watamote,https://watamote.fandom.com/api.php,generic,!random
jellesmarbleruns,https://jellesmarbleruns.fandom.com/api.php,generic,!random
flapjack,https://flapjack.fandom.com/api.php,generic,!random
kick-ass,https://kick-ass.fandom.com/api.php,generic,!random
kishuku-gakkou-no-juliet,https://kishuku-gakkou-no-juliet.fandom.com/api.php,generic,!random
ruleofrose,https://ruleofrose.fandom.com/api.php,generic,!random
savedbythebell,https://savedbythebell.fandom.com/api.php,generic,!random
watershipdown,https://watershipdown.fandom.com/api.php,generic,!random
leverage,https://leverage.fandom.com/api.php,generic,!random
